comentario,sentimiento,calificacion
"Mala experiencia, esperaba algo mucho mejor",,2
"Es muy básico, no me convenció",,2
Ayuda bastante aunque tiene detalles,,4
Tiene muchos errores y no es nada intuitivo,,2
Es lento pero al menos funciona,,3
Muy bueno pero tarda un poco,,3
Cumple su función aunque le falta pulido,,4
Me pareció útil aunque puede mejorar,,4
"No me gustó, fue una pérdida de tiempo",,1
Cumple su función aunque le falta pulido,,4
"Es aceptable, pero no sorprende",,4
"Podría mejorar en velocidad, pero cumple con lo prometido",,3
Demasiado básico y presenta errores frecuentes,,1
No cumple con lo que promete,,2
"Es aceptable, pero no sorprende",,4
"Normal, no destaca pero tampoco decepciona",,3
Tiene muchos errores y no es nada intuitivo,,2
"No sirve para nada, muy decepcionado",,1
"Me gustó mucho, fácil de usar",,5
"No me gustó, fue una pérdida de tiempo",,1
Muy bueno pero tarda un poco,,3
"Horrible experiencia, nada funciona correctamente",,1
"Mala experiencia, esperaba algo mucho mejor",,2
Muy bueno pero tarda un poco,,3
Ayuda bastante aunque tiene detalles,,4
"Muy lento, difícil de usar y no carga bien",,1
Es lento pero al menos funciona,,3
Me pareció útil aunque puede mejorar,,4
Muy completo y bien diseñado,,5
"Es aceptable, pero no sorprende",,4
"Fantástico servicio, rápido y eficaz",,5
Es lento pero al menos funciona,,3
"Horrible experiencia, nada funciona correctamente",,1
"Excelente experiencia, lo recomiendo totalmente",,5
Me pareció útil aunque puede mejorar,,4
"Pésimo rendimiento, se traba constantemente",,1
"Pésimo rendimiento, se traba constantemente",,1
No cumple con lo que promete,,2
"Podría mejorar en velocidad, pero cumple con lo prometido",,3
"Funciona de forma decente, pero la interfaz no es atractiva",,3
Me pareció útil aunque puede mejorar,,4
"Mala experiencia, esperaba algo mucho mejor",,2
Cumple su función aunque le falta pulido,,4
"Horrible experiencia, nada funciona correctamente",,1
"Muy lento, difícil de usar y no carga bien",,1
No cumple con lo que promete,,2
Tiene muchos errores y no es nada intuitivo,,2
"Podría mejorar en velocidad, pero cumple con lo prometido",,3
"Excelente experiencia, lo recomiendo totalmente",,5
"Excelente interfaz, muy intuitiva y ágil",,5
"Funciona de forma decente, pero la interfaz no es atractiva",,3
Cumple su función aunque le falta pulido,,4
Muy bueno pero tarda un poco,,3
"Excelente interfaz, muy intuitiva y ágil",,5
"Cumple con lo necesario, sin destacar mucho",,4
"Muy lento, difícil de usar y no carga bien",,1
"Funciona de forma decente, pero la interfaz no es atractiva",,3
"Regular, tiene más fallas que aciertos",,2
Cumple su función aunque le falta pulido,,4
"No me gustó, fue una pérdida de tiempo",,1
Me pareció útil aunque puede mejorar,,4
No cumple con lo que promete,,2
"Mala experiencia, esperaba algo mucho mejor",,2
"Podría mejorar en velocidad, pero cumple con lo prometido",,3
"No sirve para nada, muy decepcionado",,1
"Funciona de forma decente, pero la interfaz no es atractiva",,3
"Regular, tiene más fallas que aciertos",,2
Es lento pero al menos funciona,,3
"Muy recomendable, funciona perfectamente",,5
Tiene muchos errores y no es nada intuitivo,,2
"Mala experiencia, esperaba algo mucho mejor",,2
Demasiado básico y presenta errores frecuentes,,1
Muy completo y bien diseñado,,5
No cumple con lo que promete,,2
"Fantástico servicio, rápido y eficaz",,5
"Excelente interfaz, muy intuitiva y ágil",,5
"Horrible experiencia, nada funciona correctamente",,1
"Excelente interfaz, muy intuitiva y ágil",,5
"No sirve para nada, muy decepcionado",,1
"Excelente interfaz, muy intuitiva y ágil",,5
"Me gustó mucho, fácil de usar",,5
No cumple con lo que promete,,2
"Cumple con lo necesario, sin destacar mucho",,4
Muy completo y bien diseñado,,5
Es lento pero al menos funciona,,3
Me pareció útil aunque puede mejorar,,4
Ayuda bastante aunque tiene detalles,,4
"Mala experiencia, esperaba algo mucho mejor",,2
"Es muy básico, no me convenció",,2
"Excelente experiencia, lo recomiendo totalmente",,5
Muy bueno pero tarda un poco,,3
Me pareció útil aunque puede mejorar,,4
"Fantástico servicio, rápido y eficaz",,5
Muy completo y bien diseñado,,5
"Muy recomendable, funciona perfectamente",,5
"Normal, no destaca pero tampoco decepciona",,3
Demasiado básico y presenta errores frecuentes,,1
"Mala experiencia, esperaba algo mucho mejor",,2
No cumple con lo que promete,,2
Es lento pero al menos funciona,,3
"Excelente experiencia, lo recomiendo totalmente",,5
Ayuda bastante aunque tiene detalles,,4
"Mala experiencia, esperaba algo mucho mejor",,2
"Muy recomendable, funciona perfectamente",,5
No cumple con lo que promete,,2
"Regular, tiene más fallas que aciertos",,2
"No me gustó, fue una pérdida de tiempo",,1
"Horrible experiencia, nada funciona correctamente",,1
"Mala experiencia, esperaba algo mucho mejor",,2
"Pésimo rendimiento, se traba constantemente",,1
"Más o menos, esperaba algo mejor",,3
No cumple con lo que promete,,2
"Cumple con lo necesario, sin destacar mucho",,4
"Horrible experiencia, nada funciona correctamente",,1
Muy bueno pero tarda un poco,,3
Demasiado básico y presenta errores frecuentes,,1
No cumple con lo que promete,,2
"Más o menos, esperaba algo mejor",,3
"Funciona de forma decente, pero la interfaz no es atractiva",,3
"Pésimo rendimiento, se traba constantemente",,1
Demasiado básico y presenta errores frecuentes,,1
"Más o menos, esperaba algo mejor",,3
"Fantástico servicio, rápido y eficaz",,5
"Muy recomendable, funciona perfectamente",,5
"Es aceptable, pero no sorprende",,4
"Es aceptable, pero no sorprende",,4
"Funciona de forma decente, pero la interfaz no es atractiva",,3
"Me gustó mucho, fácil de usar",,5
Muy bueno pero tarda un poco,,3
"Cumple con lo necesario, sin destacar mucho",,4
"Horrible experiencia, nada funciona correctamente",,1
"Muy recomendable, funciona perfectamente",,5
Muy bueno pero tarda un poco,,3
"Muy recomendable, funciona perfectamente",,5
"Excelente interfaz, muy intuitiva y ágil",,5
"Cumple con lo necesario, sin destacar mucho",,4
"Excelente interfaz, muy intuitiva y ágil",,5
"Normal, no destaca pero tampoco decepciona",,3
"Es aceptable, pero no sorprende",,4
"Es aceptable, pero no sorprende",,4
"Muy recomendable, funciona perfectamente",,5
"Cumple con lo necesario, sin destacar mucho",,4
"Muy lento, difícil de usar y no carga bien",,1
"Es aceptable, pero no sorprende",,4
"Me gustó mucho, fácil de usar",,5
"Más o menos, esperaba algo mejor",,3
"No me gustó, fue una pérdida de tiempo",,1
"Podría mejorar en velocidad, pero cumple con lo prometido",,3
No cumple con lo que promete,,2
"Mala experiencia, esperaba algo mucho mejor",,2
"Regular, tiene más fallas que aciertos",,2
Muy bueno pero tarda un poco,,3
No cumple con lo que promete,,2
"Podría mejorar en velocidad, pero cumple con lo prometido",,3
Tiene muchos errores y no es nada intuitivo,,2
"Cumple con lo necesario, sin destacar mucho",,4
Demasiado básico y presenta errores frecuentes,,1
Ayuda bastante aunque tiene detalles,,4
Cumple su función aunque le falta pulido,,4
"Muy lento, difícil de usar y no carga bien",,1
"Funciona de forma decente, pero la interfaz no es atractiva",,3
"Excelente experiencia, lo recomiendo totalmente",,5
Es lento pero al menos funciona,,3
"Excelente experiencia, lo recomiendo totalmente",,5
"Regular, tiene más fallas que aciertos",,2
"Funciona de forma decente, pero la interfaz no es atractiva",,3
"Mala experiencia, esperaba algo mucho mejor",,2
"Muy recomendable, funciona perfectamente",,5
"Muy recomendable, funciona perfectamente",,5
"Fantástico servicio, rápido y eficaz",,5
"No sirve para nada, muy decepcionado",,1
"No sirve para nada, muy decepcionado",,1
"Funciona de forma decente, pero la interfaz no es atractiva",,3
"No me gustó, fue una pérdida de tiempo",,1
"Funciona de forma decente, pero la interfaz no es atractiva",,3
"Normal, no destaca pero tampoco decepciona",,3
"Horrible experiencia, nada funciona correctamente",,1
"Más o menos, esperaba algo mejor",,3
"Es muy básico, no me convenció",,2
"No me gustó, fue una pérdida de tiempo",,1
"Más o menos, esperaba algo mejor",,3
"Horrible experiencia, nada funciona correctamente",,1
Cumple su función aunque le falta pulido,,4
"Me gustó mucho, fácil de usar",,5
"Es muy básico, no me convenció",,2
Ayuda bastante aunque tiene detalles,,4
"No me gustó, fue una pérdida de tiempo",,1
"Más o menos, esperaba algo mejor",,3
"No me gustó, fue una pérdida de tiempo",,1
"Es aceptable, pero no sorprende",,4
Muy bueno pero tarda un poco,,3
"Muy recomendable, funciona perfectamente",,5
"Es muy básico, no me convenció",,2
"Excelente experiencia, lo recomiendo totalmente",,5
"Podría mejorar en velocidad, pero cumple con lo prometido",,3
"Más o menos, esperaba algo mejor",,3
"Cumple con lo necesario, sin destacar mucho",,4
"Regular, tiene más fallas que aciertos",,2
Me pareció útil aunque puede mejorar,,4
Me pareció útil aunque puede mejorar,,4
"Mala experiencia, esperaba algo mucho mejor",,2
Me pareció útil aunque puede mejorar,,4
Demasiado básico y presenta errores frecuentes,,1
"Muy lento, difícil de usar y no carga bien",,1
No cumple con lo que promete,,2
"Regular, tiene más fallas que aciertos",,2
"Horrible experiencia, nada funciona correctamente",,1
"Me gustó mucho, fácil de usar",,5
"No sirve para nada, muy decepcionado",,1
"Muy recomendable, funciona perfectamente",,5
Muy bueno pero tarda un poco,,3
"Cumple con lo necesario, sin destacar mucho",,4
"Excelente experiencia, lo recomiendo totalmente",,5
Ayuda bastante aunque tiene detalles,,4
"Muy lento, difícil de usar y no carga bien",,1
"Excelente interfaz, muy intuitiva y ágil",,5
Es lento pero al menos funciona,,3
"Es aceptable, pero no sorprende",,4
Cumple su función aunque le falta pulido,,4
"No me gustó, fue una pérdida de tiempo",,1
Tiene muchos errores y no es nada intuitivo,,2
Demasiado básico y presenta errores frecuentes,,1
"Más o menos, esperaba algo mejor",,3
Cumple su función aunque le falta pulido,,4
"No sirve para nada, muy decepcionado",,1
"No me gustó, fue una pérdida de tiempo",,1
Cumple su función aunque le falta pulido,,4
"Excelente experiencia, lo recomiendo totalmente",,5
"Normal, no destaca pero tampoco decepciona",,3
"Cumple con lo necesario, sin destacar mucho",,4
"Muy recomendable, funciona perfectamente",,5
"Pésimo rendimiento, se traba constantemente",,1
Tiene muchos errores y no es nada intuitivo,,2
"Excelente interfaz, muy intuitiva y ágil",,5
"Pésimo rendimiento, se traba constantemente",,1
"Pésimo rendimiento, se traba constantemente",,1
Muy completo y bien diseñado,,5
Muy completo y bien diseñado,,5
Demasiado básico y presenta errores frecuentes,,1
Es lento pero al menos funciona,,3
"Me gustó mucho, fácil de usar",,5
"Es muy básico, no me convenció",,2
"Muy lento, difícil de usar y no carga bien",,1
Me pareció útil aunque puede mejorar,,4
"No me gustó, fue una pérdida de tiempo",,1
Es lento pero al menos funciona,,3
"Regular, tiene más fallas que aciertos",,2
"Es aceptable, pero no sorprende",,4
"Excelente interfaz, muy intuitiva y ágil",,5
"Más o menos, esperaba algo mejor",,3
No cumple con lo que promete,,2
"No me gustó, fue una pérdida de tiempo",,1
"Es aceptable, pero no sorprende",,4
Demasiado básico y presenta errores frecuentes,,1
"Regular, tiene más fallas que aciertos",,2
"Más o menos, esperaba algo mejor",,3
"Es aceptable, pero no sorprende",,4
Tiene muchos errores y no es nada intuitivo,,2
"No sirve para nada, muy decepcionado",,1
Me pareció útil aunque puede mejorar,,4
Tiene muchos errores y no es nada intuitivo,,2
"Pésimo rendimiento, se traba constantemente",,1
Cumple su función aunque le falta pulido,,4
Tiene muchos errores y no es nada intuitivo,,2
Ayuda bastante aunque tiene detalles,,4
"Horrible experiencia, nada funciona correctamente",,1
Ayuda bastante aunque tiene detalles,,4
Ayuda bastante aunque tiene detalles,,4
Demasiado básico y presenta errores frecuentes,,1
"Horrible experiencia, nada funciona correctamente",,1
"Horrible experiencia, nada funciona correctamente",,1
"Horrible experiencia, nada funciona correctamente",,1
No cumple con lo que promete,,2
Cumple su función aunque le falta pulido,,4
Tiene muchos errores y no es nada intuitivo,,2
"Podría mejorar en velocidad, pero cumple con lo prometido",,3
"No sirve para nada, muy decepcionado",,1
Ayuda bastante aunque tiene detalles,,4
Muy bueno pero tarda un poco,,3
"Fantástico servicio, rápido y eficaz",,5
Me pareció útil aunque puede mejorar,,4
"Cumple con lo necesario, sin destacar mucho",,4
"No me gustó, fue una pérdida de tiempo",,1
"No sirve para nada, muy decepcionado",,1
"Mala experiencia, esperaba algo mucho mejor",,2
"Horrible experiencia, nada funciona correctamente",,1
Ayuda bastante aunque tiene detalles,,4
"Pésimo rendimiento, se traba constantemente",,1
"Cumple con lo necesario, sin destacar mucho",,4
Cumple su función aunque le falta pulido,,4
"Muy lento, difícil de usar y no carga bien",,1
"Funciona de forma decente, pero la interfaz no es atractiva",,3
No cumple con lo que promete,,2
"Regular, tiene más fallas que aciertos",,2
Muy completo y bien diseñado,,5
No cumple con lo que promete,,2
"Excelente interfaz, muy intuitiva y ágil",,5
"Pésimo rendimiento, se traba constantemente",,1
"Pésimo rendimiento, se traba constantemente",,1
No cumple con lo que promete,,2
Es lento pero al menos funciona,,3
"Regular, tiene más fallas que aciertos",,2
"Funciona de forma decente, pero la interfaz no es atractiva",,3
"Excelente experiencia, lo recomiendo totalmente",,5
"Regular, tiene más fallas que aciertos",,2
Tiene muchos errores y no es nada intuitivo,,2
"Fantástico servicio, rápido y eficaz",,5
"Es aceptable, pero no sorprende",,4
"Pésimo rendimiento, se traba constantemente",,1
"Funciona de forma decente, pero la interfaz no es atractiva",,3
"Muy lento, difícil de usar y no carga bien",,1
"Más o menos, esperaba algo mejor",,3
Muy bueno pero tarda un poco,,3
"Excelente experiencia, lo recomiendo totalmente",,5
"Muy recomendable, funciona perfectamente",,5
Ayuda bastante aunque tiene detalles,,4
"Podría mejorar en velocidad, pero cumple con lo prometido",,3
"Mala experiencia, esperaba algo mucho mejor",,2
Demasiado básico y presenta errores frecuentes,,1
"No me gustó, fue una pérdida de tiempo",,1
Muy completo y bien diseñado,,5
"Excelente interfaz, muy intuitiva y ágil",,5
Ayuda bastante aunque tiene detalles,,4
"Pésimo rendimiento, se traba constantemente",,1
"Regular, tiene más fallas que aciertos",,2
"Cumple con lo necesario, sin destacar mucho",,4
"Más o menos, esperaba algo mejor",,3
"Excelente experiencia, lo recomiendo totalmente",,5
"Es aceptable, pero no sorprende",,4
"Funciona de forma decente, pero la interfaz no es atractiva",,3
"Muy recomendable, funciona perfectamente",,5
"Mala experiencia, esperaba algo mucho mejor",,2
"No me gustó, fue una pérdida de tiempo",,1
"Muy lento, difícil de usar y no carga bien",,1
Muy completo y bien diseñado,,5
"Horrible experiencia, nada funciona correctamente",,1
"Funciona de forma decente, pero la interfaz no es atractiva",,3
"Regular, tiene más fallas que aciertos",,2
"Excelente experiencia, lo recomiendo totalmente",,5
Ayuda bastante aunque tiene detalles,,4
"Es muy básico, no me convenció",,2
"No sirve para nada, muy decepcionado",,1
"Pésimo rendimiento, se traba constantemente",,1
Cumple su función aunque le falta pulido,,4
"Regular, tiene más fallas que aciertos",,2
"Regular, tiene más fallas que aciertos",,2
"Cumple con lo necesario, sin destacar mucho",,4
"Me gustó mucho, fácil de usar",,5
Me pareció útil aunque puede mejorar,,4
Es lento pero al menos funciona,,3
"Excelente interfaz, muy intuitiva y ágil",,5
"Es aceptable, pero no sorprende",,4
"Mala experiencia, esperaba algo mucho mejor",,2
"Es aceptable, pero no sorprende",,4
"Excelente experiencia, lo recomiendo totalmente",,5
"Me gustó mucho, fácil de usar",,5
"Cumple con lo necesario, sin destacar mucho",,4
"Normal, no destaca pero tampoco decepciona",,3
Cumple su función aunque le falta pulido,,4
"Fantástico servicio, rápido y eficaz",,5
"Excelente experiencia, lo recomiendo totalmente",,5
Es lento pero al menos funciona,,3
"Más o menos, esperaba algo mejor",,3
"Muy recomendable, funciona perfectamente",,5
No cumple con lo que promete,,2
Muy completo y bien diseñado,,5
"Excelente experiencia, lo recomiendo totalmente",,5
"Excelente interfaz, muy intuitiva y ágil",,5
"Muy lento, difícil de usar y no carga bien",,1
"Podría mejorar en velocidad, pero cumple con lo prometido",,3
"Mala experiencia, esperaba algo mucho mejor",,2
Muy completo y bien diseñado,,5
No cumple con lo que promete,,2
"Excelente experiencia, lo recomiendo totalmente",,5
Cumple su función aunque le falta pulido,,4
"Regular, tiene más fallas que aciertos",,2
"Fantástico servicio, rápido y eficaz",,5
"Cumple con lo necesario, sin destacar mucho",,4
"Mala experiencia, esperaba algo mucho mejor",,2
"Es muy básico, no me convenció",,2
"Normal, no destaca pero tampoco decepciona",,3
"Pésimo rendimiento, se traba constantemente",,1
"Horrible experiencia, nada funciona correctamente",,1
Me pareció útil aunque puede mejorar,,4
Muy bueno pero tarda un poco,,3
"Me gustó mucho, fácil de usar",,5
"Cumple con lo necesario, sin destacar mucho",,4
Muy bueno pero tarda un poco,,3
Cumple su función aunque le falta pulido,,4
"Mala experiencia, esperaba algo mucho mejor",,2
"No sirve para nada, muy decepcionado",,1
"Muy recomendable, funciona perfectamente",,5
Es lento pero al menos funciona,,3
"Más o menos, esperaba algo mejor",,3
"Excelente experiencia, lo recomiendo totalmente",,5
"Mala experiencia, esperaba algo mucho mejor",,2
"No sirve para nada, muy decepcionado",,1
"No me gustó, fue una pérdida de tiempo",,1
"No sirve para nada, muy decepcionado",,1
Es lento pero al menos funciona,,3
"Excelente experiencia, lo recomiendo totalmente",,5
"Muy lento, difícil de usar y no carga bien",,1
"Horrible experiencia, nada funciona correctamente",,1
Tiene muchos errores y no es nada intuitivo,,2
Tiene muchos errores y no es nada intuitivo,,2
Cumple su función aunque le falta pulido,,4
"Excelente experiencia, lo recomiendo totalmente",,5
Cumple su función aunque le falta pulido,,4
No cumple con lo que promete,,2
"Excelente interfaz, muy intuitiva y ágil",,5
No cumple con lo que promete,,2
"Muy lento, difícil de usar y no carga bien",,1
"Pésimo rendimiento, se traba constantemente",,1
"Excelente interfaz, muy intuitiva y ágil",,5
"Muy lento, difícil de usar y no carga bien",,1
Muy completo y bien diseñado,,5
"Funciona de forma decente, pero la interfaz no es atractiva",,3
"Excelente experiencia, lo recomiendo totalmente",,5
Cumple su función aunque le falta pulido,,4
Demasiado básico y presenta errores frecuentes,,1
"Mala experiencia, esperaba algo mucho mejor",,2
"Excelente interfaz, muy intuitiva y ágil",,5
"Me gustó mucho, fácil de usar",,5
"Pésimo rendimiento, se traba constantemente",,1
No cumple con lo que promete,,2
Cumple su función aunque le falta pulido,,4
"Regular, tiene más fallas que aciertos",,2
"Mala experiencia, esperaba algo mucho mejor",,2
Ayuda bastante aunque tiene detalles,,4
"Pésimo rendimiento, se traba constantemente",,1
Cumple su función aunque le falta pulido,,4
No cumple con lo que promete,,2
Muy bueno pero tarda un poco,,3
"Pésimo rendimiento, se traba constantemente",,1
Es lento pero al menos funciona,,3
"Es muy básico, no me convenció",,2
"Más o menos, esperaba algo mejor",,3
"Pésimo rendimiento, se traba constantemente",,1
Demasiado básico y presenta errores frecuentes,,1
Me pareció útil aunque puede mejorar,,4
"No me gustó, fue una pérdida de tiempo",,1
"Más o menos, esperaba algo mejor",,3
"Fantástico servicio, rápido y eficaz",,5
"No me gustó, fue una pérdida de tiempo",,1
Me pareció útil aunque puede mejorar,,4
Cumple su función aunque le falta pulido,,4
"No sirve para nada, muy decepcionado",,1
"Pésimo rendimiento, se traba constantemente",,1
Muy bueno pero tarda un poco,,3
Me pareció útil aunque puede mejorar,,4
"Excelente interfaz, muy intuitiva y ágil",,5
Ayuda bastante aunque tiene detalles,,4
"Excelente interfaz, muy intuitiva y ágil",,5
No cumple con lo que promete,,2
"Excelente interfaz, muy intuitiva y ágil",,5
"Es aceptable, pero no sorprende",,4
"Fantástico servicio, rápido y eficaz",,5
"No me gustó, fue una pérdida de tiempo",,1
No cumple con lo que promete,,2
"Horrible experiencia, nada funciona correctamente",,1
"Muy lento, difícil de usar y no carga bien",,1
"Es muy básico, no me convenció",,2
"Mala experiencia, esperaba algo mucho mejor",,2
"Regular, tiene más fallas que aciertos",,2
"Fantástico servicio, rápido y eficaz",,5
"Regular, tiene más fallas que aciertos",,2
Es lento pero al menos funciona,,3
"No me gustó, fue una pérdida de tiempo",,1
"Excelente interfaz, muy intuitiva y ágil",,5
"Excelente experiencia, lo recomiendo totalmente",,5
Tiene muchos errores y no es nada intuitivo,,2
"Horrible experiencia, nada funciona correctamente",,1
"Funciona de forma decente, pero la interfaz no es atractiva",,3
"Muy lento, difícil de usar y no carga bien",,1
"Excelente interfaz, muy intuitiva y ágil",,5
"Más o menos, esperaba algo mejor",,3
Es lento pero al menos funciona,,3
"Cumple con lo necesario, sin destacar mucho",,4
"Fantástico servicio, rápido y eficaz",,5
"Cumple con lo necesario, sin destacar mucho",,4
"Muy recomendable, funciona perfectamente",,5
"Excelente experiencia, lo recomiendo totalmente",,5
Es lento pero al menos funciona,,3
"No me gustó, fue una pérdida de tiempo",,1
"Pésimo rendimiento, se traba constantemente",,1
"No me gustó, fue una pérdida de tiempo",,1
Tiene muchos errores y no es nada intuitivo,,2
"Normal, no destaca pero tampoco decepciona",,3
"Mala experiencia, esperaba algo mucho mejor",,2
"Muy recomendable, funciona perfectamente",,5
"Horrible experiencia, nada funciona correctamente",,1
"Funciona de forma decente, pero la interfaz no es atractiva",,3
Cumple su función aunque le falta pulido,,4
Muy bueno pero tarda un poco,,3
Ayuda bastante aunque tiene detalles,,4
"Muy recomendable, funciona perfectamente",,5
"Es aceptable, pero no sorprende",,4
"Muy lento, difícil de usar y no carga bien",,1
Es lento pero al menos funciona,,3
Cumple su función aunque le falta pulido,,4
"Es muy básico, no me convenció",,2
"Es muy básico, no me convenció",,2
"Es muy básico, no me convenció",,2
Es lento pero al menos funciona,,3
Muy bueno pero tarda un poco,,3
"Me gustó mucho, fácil de usar",,5
"Fantástico servicio, rápido y eficaz",,5
"Excelente interfaz, muy intuitiva y ágil",,5
"Regular, tiene más fallas que aciertos",,2
"Es aceptable, pero no sorprende",,4
"Es aceptable, pero no sorprende",,4
"Más o menos, esperaba algo mejor",,3
Demasiado básico y presenta errores frecuentes,,1
"Cumple con lo necesario, sin destacar mucho",,4
"Es muy básico, no me convenció",,2
"Más o menos, esperaba algo mejor",,3
"Regular, tiene más fallas que aciertos",,2
Demasiado básico y presenta errores frecuentes,,1
Es lento pero al menos funciona,,3
Ayuda bastante aunque tiene detalles,,4
"Mala experiencia, esperaba algo mucho mejor",,2
"Podría mejorar en velocidad, pero cumple con lo prometido",,3
Cumple su función aunque le falta pulido,,4
"Más o menos, esperaba algo mejor",,3
"No sirve para nada, muy decepcionado",,1
"Es muy básico, no me convenció",,2
Cumple su función aunque le falta pulido,,4
"Muy lento, difícil de usar y no carga bien",,1
"Me gustó mucho, fácil de usar",,5
"Regular, tiene más fallas que aciertos",,2
"Excelente experiencia, lo recomiendo totalmente",,5
"Mala experiencia, esperaba algo mucho mejor",,2
"Excelente experiencia, lo recomiendo totalmente",,5
"No me gustó, fue una pérdida de tiempo",,1
Muy completo y bien diseñado,,5
"Me gustó mucho, fácil de usar",,5
"Excelente interfaz, muy intuitiva y ágil",,5
"Regular, tiene más fallas que aciertos",,2
"Regular, tiene más fallas que aciertos",,2
"Funciona de forma decente, pero la interfaz no es atractiva",,3
"Cumple con lo necesario, sin destacar mucho",,4
No cumple con lo que promete,,2
Me pareció útil aunque puede mejorar,,4
"Regular, tiene más fallas que aciertos",,2
No cumple con lo que promete,,2
"No me gustó, fue una pérdida de tiempo",,1
"Normal, no destaca pero tampoco decepciona",,3
"Cumple con lo necesario, sin destacar mucho",,4
Cumple su función aunque le falta pulido,,4
"Regular, tiene más fallas que aciertos",,2
"Fantástico servicio, rápido y eficaz",,5
Tiene muchos errores y no es nada intuitivo,,2
Tiene muchos errores y no es nada intuitivo,,2
Demasiado básico y presenta errores frecuentes,,1
"No sirve para nada, muy decepcionado",,1
"Muy recomendable, funciona perfectamente",,5
"Regular, tiene más fallas que aciertos",,2
"No me gustó, fue una pérdida de tiempo",,1
"Excelente interfaz, muy intuitiva y ágil",,5
Cumple su función aunque le falta pulido,,4
"Horrible experiencia, nada funciona correctamente",,1
"Funciona de forma decente, pero la interfaz no es atractiva",,3
Cumple su función aunque le falta pulido,,4
"Excelente interfaz, muy intuitiva y ágil",,5
"Excelente interfaz, muy intuitiva y ágil",,5
Es lento pero al menos funciona,,3
"Excelente interfaz, muy intuitiva y ágil",,5
"No me gustó, fue una pérdida de tiempo",,1
"Normal, no destaca pero tampoco decepciona",,3
Tiene muchos errores y no es nada intuitivo,,2
"Más o menos, esperaba algo mejor",,3
Ayuda bastante aunque tiene detalles,,4
Muy bueno pero tarda un poco,,3
"Regular, tiene más fallas que aciertos",,2
"Pésimo rendimiento, se traba constantemente",,1
"Horrible experiencia, nada funciona correctamente",,1
No cumple con lo que promete,,2
"Es aceptable, pero no sorprende",,4
"Mala experiencia, esperaba algo mucho mejor",,2
"No me gustó, fue una pérdida de tiempo",,1
Muy bueno pero tarda un poco,,3
"Funciona de forma decente, pero la interfaz no es atractiva",,3
"Mala experiencia, esperaba algo mucho mejor",,2
"Me gustó mucho, fácil de usar",,5
Demasiado básico y presenta errores frecuentes,,1
"Horrible experiencia, nada funciona correctamente",,1
"Más o menos, esperaba algo mejor",,3
"Más o menos, esperaba algo mejor",,3
"Es muy básico, no me convenció",,2
"Me gustó mucho, fácil de usar",,5
Muy bueno pero tarda un poco,,3
"Mala experiencia, esperaba algo mucho mejor",,2
"Regular, tiene más fallas que aciertos",,2
Tiene muchos errores y no es nada intuitivo,,2
"Normal, no destaca pero tampoco decepciona",,3
"No sirve para nada, muy decepcionado",,1
"Es muy básico, no me convenció",,2
"Fantástico servicio, rápido y eficaz",,5
Muy completo y bien diseñado,,5
Demasiado básico y presenta errores frecuentes,,1
No cumple con lo que promete,,2
"Pésimo rendimiento, se traba constantemente",,1
Muy completo y bien diseñado,,5
"Más o menos, esperaba algo mejor",,3
No cumple con lo que promete,,2
"Cumple con lo necesario, sin destacar mucho",,4
Muy bueno pero tarda un poco,,3
Me pareció útil aunque puede mejorar,,4
"Muy recomendable, funciona perfectamente",,5
Demasiado básico y presenta errores frecuentes,,1
"Muy lento, difícil de usar y no carga bien",,1
"Excelente experiencia, lo recomiendo totalmente",,5
Cumple su función aunque le falta pulido,,4
"No me gustó, fue una pérdida de tiempo",,1
Demasiado básico y presenta errores frecuentes,,1
"Funciona de forma decente, pero la interfaz no es atractiva",,3
"No sirve para nada, muy decepcionado",,1
"Excelente interfaz, muy intuitiva y ágil",,5
Tiene muchos errores y no es nada intuitivo,,2
"Excelente experiencia, lo recomiendo totalmente",,5
Cumple su función aunque le falta pulido,,4
"Regular, tiene más fallas que aciertos",,2
"Pésimo rendimiento, se traba constantemente",,1
"Mala experiencia, esperaba algo mucho mejor",,2
"Excelente interfaz, muy intuitiva y ágil",,5
"Excelente experiencia, lo recomiendo totalmente",,5
"Es muy básico, no me convenció",,2
"Excelente interfaz, muy intuitiva y ágil",,5
Ayuda bastante aunque tiene detalles,,4
Tiene muchos errores y no es nada intuitivo,,2
"Regular, tiene más fallas que aciertos",,2
"Mala experiencia, esperaba algo mucho mejor",,2
No cumple con lo que promete,,2
Muy bueno pero tarda un poco,,3
"Podría mejorar en velocidad, pero cumple con lo prometido",,3
"Muy lento, difícil de usar y no carga bien",,1
"No sirve para nada, muy decepcionado",,1
"Muy lento, difícil de usar y no carga bien",,1
"Me gustó mucho, fácil de usar",,5
No cumple con lo que promete,,2
"No sirve para nada, muy decepcionado",,1
"Fantástico servicio, rápido y eficaz",,5
"Muy lento, difícil de usar y no carga bien",,1
"Cumple con lo necesario, sin destacar mucho",,4
Ayuda bastante aunque tiene detalles,,4
Muy bueno pero tarda un poco,,3
"Fantástico servicio, rápido y eficaz",,5
"Me gustó mucho, fácil de usar",,5
Muy bueno pero tarda un poco,,3
Cumple su función aunque le falta pulido,,4
"Pésimo rendimiento, se traba constantemente",,1
"Excelente experiencia, lo recomiendo totalmente",,5
Muy completo y bien diseñado,,5
"Me gustó mucho, fácil de usar",,5
Me pareció útil aunque puede mejorar,,4
